exercicio;demonstrativo;periodo;periodicidade;instituicao;cod_ibge;uf;populacao;anexo;esfera;rotulo;coluna;cod_conta;conta;valor
2021;RREO;3;B;Prefeitura Municipal de Aracaju - SE;2800308;SE;664908;RREO-Anexo 04;M;Padrão;PREVISÃO ATUALIZADA (a);ReceitaDeContribuicoesPatronalAtivoPrevidenciario;Ativo;56468000,0
2021;RREO;3;B;Prefeitura Municipal de Aracaju - SE;2800308;SE;664908;RREO-Anexo 04;M;Padrão;RECEITAS REALIZADAS ATÉ O BIMESTRE (b);ReceitaDeContribuicoesPatronalAtivoPrevidenciario;Ativo;29645769,17
2021;RREO;3;B;Prefeitura Municipal de Aracaju - SE;2800308;SE;664908;RREO-Anexo 04;M;Padrão;RECEITAS REALIZADAS ATÉ O BIMESTRE (b);ReceitaPatrimonialRPPSBrutaPrevidenciario;Receita Patrimonial;1537008,62
2021;RREO;3;B;Prefeitura Municipal de Aracaju - SE;2800308;SE;664908;RREO-Anexo 04;M;Padrão;RECEITAS REALIZADAS ATÉ O BIMESTRE (b);ReceitasDeValoresMobiliariosPrevidenciariasBrutasPrevidenciario;Receitas de Valores Mobiliários;1537008,62
2021;RREO;3;B;Prefeitura Municipal de Aracaju - SE;2800308;SE;664908;RREO-Anexo 04;M;Padrão;PREVISÃO ATUALIZADA (a);OutrasReceitasCorrentesRPPSBrutasPrevidenciario;Outras Receitas Correntes;60000,0
2021;RREO;3;B;Prefeitura Municipal de Aracaju - SE;2800308;SE;664908;RREO-Anexo 04;M;Padrão;RECEITAS REALIZADAS ATÉ O BIMESTRE (b);OutrasReceitasCorrentesRPPSBrutasPrevidenciario;Outras Receitas Correntes;8559,45
2021;RREO;3;B;Prefeitura Municipal de Aracaju - SE;2800308;SE;664908;RREO-Anexo 04;M;Padrão;PREVISÃO ATUALIZADA (a);DemaisReceitasCorrentesRPPSBrutasPrevidenciario;Demais Receitas Correntes;60000,0
2021;RREO;3;B;Prefeitura Municipal de Aracaju - SE;2800308;SE;664908;RREO-Anexo 04;M;Padrão;RECEITAS REALIZADAS ATÉ O BIMESTRE (b);DemaisReceitasCorrentesRPPSBrutasPrevidenciario;Demais Receitas Correntes;8559,45
2021;RREO;3;B;Prefeitura Municipal de Aracaju - SE;2800308;SE;664908;RREO-Anexo 04;M;Padrão;PREVISÃO ATUALIZADA (a);TotalReceitasRPPSPrevidenciario;TOTAL DAS RECEITAS DO FUNDO EM CAPITALIZAÇÃO (IV) = (I + III - II);75998400,0
2021;RREO;3;B;Prefeitura Municipal de Aracaju - SE;2800308;SE;664908;RREO-Anexo 04;M;Padrão;RECEITAS REALIZADAS ATÉ O BIMESTRE (b);TotalReceitasRPPSPrevidenciario;TOTAL DAS RECEITAS DO FUNDO EM CAPITALIZAÇÃO (IV) = (I + III - II);43165838,37
2021;RREO;3;B;Prefeitura Municipal de Aracaju - SE;2800308;SE;664908;RREO-Anexo 04;M;Padrão;DOTAÇÃO ATUALIZADA (c);DespesasPrevidenciariasExcetoIntraOrcamentariasBeneficiosPrevidenciario;Benefícios;5402000,0
2021;RREO;3;B;Prefeitura Municipal de Aracaju - SE;2800308;SE;664908;RREO-Anexo 04;M;Padrão;DESPESAS EMPENHADAS ATÉ O BIMESTRE (d);DespesasPrevidenciariasExcetoIntraOrcamentariasBeneficiosPrevidenciario;Benefícios;4915000,0
2021;RREO;3;B;Prefeitura Municipal de Aracaju - SE;2800308;SE;664908;RREO-Anexo 04;M;Padrão;DESPESAS LIQUIDADAS ATÉ O BIMESTRE (e);DespesasPrevidenciariasExcetoIntraOrcamentariasBeneficiosPrevidenciario;Benefícios;2860147,82
2021;RREO;3;B;Prefeitura Municipal de Aracaju - SE;2800308;SE;664908;RREO-Anexo 04;M;Padrão;DESPESAS PAGAS ATÉ O BIMESTRE (f);DespesasPrevidenciariasExcetoIntraOrcamentariasBeneficiosPrevidenciario;Benefícios;2860147,82
2021;RREO;3;B;Prefeitura Municipal de Aracaju - SE;2800308;SE;664908;RREO-Anexo 04;M;Padrão;DOTAÇÃO ATUALIZADA (c);DespesasPrevidenciariasExcetoIntraOrcamentariasAposentadoriasPrevidenciario;Aposentadorias;4402000,0
2021;RREO;3;B;Prefeitura Municipal de Aracaju - SE;2800308;SE;664908;RREO-Anexo 04;M;Padrão;DESPESAS EMPENHADAS ATÉ O BIMESTRE (d);DespesasPrevidenciariasExcetoIntraOrcamentariasAposentadoriasPrevidenciario;Aposentadorias;4000000,0
2021;RREO;3;B;Prefeitura Municipal de Aracaju - SE;2800308;SE;664908;RREO-Anexo 04;M;Padrão;DESPESAS LIQUIDADAS ATÉ O BIMESTRE (e);DespesasPrevidenciariasExcetoIntraOrcamentariasAposentadoriasPrevidenciario;Aposentadorias;2058427,03
2021;RREO;3;B;Prefeitura Municipal de Aracaju - SE;2800308;SE;664908;RREO-Anexo 04;M;Padrão;DESPESAS PAGAS ATÉ O BIMESTRE (f);DespesasPrevidenciariasExcetoIntraOrcamentariasAposentadoriasPrevidenciario;Aposentadorias;2058427,03
2021;RREO;3;B;Prefeitura Municipal de Aracaju - SE;2800308;SE;664908;RREO-Anexo 04;M;Padrão;DOTAÇÃO ATUALIZADA (c);DespesasExcetoIntraOrcamentariasPessoalCivilPensoesRPPSPrevidenciario;Pensões por Morte;1000000,0
2021;RREO;3;B;Prefeitura Municipal de Aracaju - SE;2800308;SE;664908;RREO-Anexo 04;M;Padrão;DESPESAS EMPENHADAS ATÉ O BIMESTRE (d);DespesasExcetoIntraOrcamentariasPessoalCivilPensoesRPPSPrevidenciario;Pensões por Morte;915000,0
2021;RREO;3;B;Prefeitura Municipal de Aracaju - SE;2800308;SE;664908;RREO-Anexo 04;M;Padrão;DESPESAS LIQUIDADAS ATÉ O BIMESTRE (e);DespesasExcetoIntraOrcamentariasPessoalCivilPensoesRPPSPrevidenciario;Pensões por Morte;801720,79
2021;RREO;3;B;Prefeitura Municipal de Aracaju - SE;2800308;SE;664908;RREO-Anexo 04;M;Padrão;DESPESAS PAGAS ATÉ O BIMESTRE (f);DespesasExcetoIntraOrcamentariasPessoalCivilPensoesRPPSPrevidenciario;Pensões por Morte;801720,79
2021;RREO;3;B;Prefeitura Municipal de Aracaju - SE;2800308;SE;664908;RREO-Anexo 04;M;Padrão;DOTAÇÃO ATUALIZADA (c);DespesasExcetoIntraOrcamentariasOutrasDepesasRPPSPrevidenciario;Outras Despesas Previdenciárias;1689000,0
2021;RREO;3;B;Prefeitura Municipal de Aracaju - SE;2800308;SE;664908;RREO-Anexo 04;M;Padrão;DESPESAS EMPENHADAS ATÉ O BIMESTRE (d);DespesasExcetoIntraOrcamentariasOutrasDepesasRPPSPrevidenciario;Outras Despesas Previdenciárias;25000,0
2021;RREO;3;B;Prefeitura Municipal de Aracaju - SE;2800308;SE;664908;RREO-Anexo 04;M;Padrão;DESPESAS LIQUIDADAS ATÉ O BIMESTRE (e);DespesasExcetoIntraOrcamentariasOutrasDepesasRPPSPrevidenciario;Outras Despesas Previdenciárias;15036,62
2021;RREO;3;B;Prefeitura Municipal de Aracaju - SE;2800308;SE;664908;RREO-Anexo 04;M;Padrão;DESPESAS PAGAS ATÉ O BIMESTRE (f);DespesasExcetoIntraOrcamentariasOutrasDepesasRPPSPrevidenciario;Outras Despesas Previdenciárias;15036,62
2021;RREO;3;B;Prefeitura Municipal de Aracaju - SE;2800308;SE;664908;RREO-Anexo 04;M;Padrão;DOTAÇÃO ATUALIZADA (c);DespesasExcetoIntraOrcamentariasDemaisDespesasRPPSPrevidenciario;Demais Despesas Previdenciárias;1689000,0
2021;RREO;3;B;Prefeitura Municipal de Aracaju - SE;2800308;SE;664908;RREO-Anexo 04;M;Padrão;DESPESAS EMPENHADAS ATÉ O BIMESTRE (d);DespesasExcetoIntraOrcamentariasDemaisDespesasRPPSPrevidenciario;Demais Despesas Previdenciárias;25000,0
2021;RREO;3;B;Prefeitura Municipal de Aracaju - SE;2800308;SE;664908;RREO-Anexo 04;M;Padrão;DESPESAS LIQUIDADAS ATÉ O BIMESTRE (e);DespesasExcetoIntraOrcamentariasDemaisDespesasRPPSPrevidenciario;Demais Despesas Previdenciárias;15036,62
2021;RREO;3;B;Prefeitura Municipal de Aracaju - SE;2800308;SE;664908;RREO-Anexo 04;M;Padrão;DESPESAS PAGAS ATÉ O BIMESTRE (f);DespesasExcetoIntraOrcamentariasDemaisDespesasRPPSPrevidenciario;Demais Despesas Previdenciárias;15036,62
2021;RREO;3;B;Prefeitura Municipal de Aracaju - SE;2800308;SE;664908;RREO-Anexo 04;M;Padrão;DOTAÇÃO ATUALIZADA (c);TotalDasDespesasRPPSPrevidenciario;TOTAL DAS DESPESAS DO FUNDO EM CAPITALIZAÇÃO (V);7091000,0
2021;RREO;3;B;Prefeitura Municipal de Aracaju - SE;2800308;SE;664908;RREO-Anexo 04;M;Padrão;DESPESAS EMPENHADAS ATÉ O BIMESTRE (d);TotalDasDespesasRPPSPrevidenciario;TOTAL DAS DESPESAS DO FUNDO EM CAPITALIZAÇÃO (V);4940000,0
2021;RREO;3;B;Prefeitura Municipal de Aracaju - SE;2800308;SE;664908;RREO-Anexo 04;M;Padrão;DESPESAS LIQUIDADAS ATÉ O BIMESTRE (e);TotalDasDespesasRPPSPrevidenciario;TOTAL DAS DESPESAS DO FUNDO EM CAPITALIZAÇÃO (V);2875184,44
2021;RREO;3;B;Prefeitura Municipal de Aracaju - SE;2800308;SE;664908;RREO-Anexo 04;M;Padrão;DESPESAS PAGAS ATÉ O BIMESTRE (f);TotalDasDespesasRPPSPrevidenciario;TOTAL DAS DESPESAS DO FUNDO EM CAPITALIZAÇÃO (V);2875184,44
2021;RREO;3;B;Prefeitura Municipal de Aracaju - SE;2800308;SE;664908;RREO-Anexo 04;M;Padrão;DOTAÇÃO ATUALIZADA (c);RREO4ResultadoRPPSPrevidenciario;RESULTADO PREVIDENCIÁRIO - FUNDO EM CAPITALIZAÇÃO (VI) = (IV ¿ V);68907400,0
2021;RREO;3;B;Prefeitura Municipal de Aracaju - SE;2800308;SE;664908;RREO-Anexo 04;M;Padrão;DESPESAS EMPENHADAS ATÉ O BIMESTRE (d);RREO4ResultadoRPPSPrevidenciario;RESULTADO PREVIDENCIÁRIO - FUNDO EM CAPITALIZAÇÃO (VI) = (IV ¿ V);38225838,37
2021;RREO;3;B;Prefeitura Municipal de Aracaju - SE;2800308;SE;664908;RREO-Anexo 04;M;Padrão;DESPESAS LIQUIDADAS ATÉ O BIMESTRE (e);RREO4ResultadoRPPSPrevidenciario;RESULTADO PREVIDENCIÁRIO - FUNDO EM CAPITALIZAÇÃO (VI) = (IV ¿ V);40290653,93
2021;RREO;3;B;Prefeitura Municipal de Aracaju - SE;2800308;SE;664908;RREO-Anexo 04;M;Padrão;DESPESAS PAGAS ATÉ O BIMESTRE (f);RREO4ResultadoRPPSPrevidenciario;RESULTADO PREVIDENCIÁRIO - FUNDO EM CAPITALIZAÇÃO (VI) = (IV ¿ V);40290653,93
2021;RREO;3;B;Prefeitura Municipal de Aracaju - SE;2800308;SE;664908;RREO-Anexo 04;M;Padrão;PREVISÃO ORÇAMENTÁRIA;ReservaOrcamentariaDoRPPSPrevidenciario;VALOR;68907400,0
2021;RREO;3;B;Prefeitura Municipal de Aracaju - SE;2800308;SE;664908;RREO-Anexo 04;M;Padrão;APORTES REALIZADOS;AportesParaAPrevidenciaPlanoPrevidenciarioContribuicaoPatronalSuplementar;Plano de Amortização - Contribuição Patronal Suplementar;111232678,66
2021;RREO;3;B;Prefeitura Municipal de Aracaju - SE;2800308;SE;664908;RREO-Anexo 04;M;Padrão;SALDO ATUAL;RREO4CaixaDoRPPSPrevidenciario;Caixa e Equivalentes de Caixa;6938405,02
2021;RREO;3;B;Prefeitura Municipal de Aracaju - SE;2800308;SE;664908;RREO-Anexo 04;M;Padrão;SALDO ATUAL;InvestimentosDoRPPSPrevidenciario;Investimentos e Aplicações;1138976025,49
2021;RREO;3;B;Prefeitura Municipal de Aracaju - SE;2800308;SE;664908;RREO-Anexo 04;M;Padrão;PREVISÃO ATUALIZADA (a);ReceitasCorrentesRPPSBrutasFinanceiro;RECEITAS CORRENTES (VII);325371000,0
2021;RREO;3;B;Prefeitura Municipal de Aracaju - SE;2800308;SE;664908;RREO-Anexo 04;M;Padrão;RECEITAS REALIZADAS ATÉ O BIMESTRE (b);ReceitasCorrentesRPPSBrutasFinanceiro;RECEITAS CORRENTES (VII);134308103,93
2021;RREO;3;B;Prefeitura Municipal de Aracaju - SE;2800308;SE;664908;RREO-Anexo 04;M;Padrão;PREVISÃO ATUALIZADA (a);ReceitaDeContribuicoesDosSeguradosBrutaFinanceiro;Receita de Contribuições dos Segurados;9880000,0
2021;RREO;3;B;Prefeitura Municipal de Aracaju - SE;2800308;SE;664908;RREO-Anexo 04;M;Padrão;RECEITAS REALIZADAS ATÉ O BIMESTRE (b);ReceitaDeContribuicoesDosSeguradosBrutaFinanceiro;Receita de Contribuições dos Segurados;6201124,67
2021;RREO;3;B;Prefeitura Municipal de Aracaju - SE;2800308;SE;664908;RREO-Anexo 04;M;Padrão;PREVISÃO ATUALIZADA (a);ReceitaDeContribuicoesDosSeguradosAtivoFinanceiro;Ativo;5490000,0
2021;RREO;3;B;Prefeitura Municipal de Aracaju - SE;2800308;SE;664908;RREO-Anexo 04;M;Padrão;RECEITAS REALIZADAS ATÉ O BIMESTRE (b);ReceitaDeContribuicoesDosSeguradosAtivoFinanceiro;Ativo;6201124,67
2021;RREO;3;B;Prefeitura Municipal de Aracaju - SE;2800308;SE;664908;RREO-Anexo 04;M;Padrão;PREVISÃO ATUALIZADA (a);ReceitaDeContribuicoesDosSeguradosInativoFinanceiro;Inativo;4200000,0
2021;RREO;3;B;Prefeitura Municipal de Aracaju - SE;2800308;SE;664908;RREO-Anexo 04;M;Padrão;PREVISÃO ATUALIZADA (a);ReceitaDeContribuicoesDosSeguradosPensionistaFinanceiro;Pensionista;190000,0
2021;RREO;3;B;Prefeitura Municipal de Aracaju - SE;2800308;SE;664908;RREO-Anexo 04;M;Padrão;PREVISÃO ATUALIZADA (a);ReceitaDeContribuicoesPatronalFinanceiro;Receita de Contribuições Patronais;313904000,0
2021;RREO;3;B;Prefeitura Municipal de Aracaju - SE;2800308;SE;664908;RREO-Anexo 04;M;Padrão;RECEITAS REALIZADAS ATÉ O BIMESTRE (b);ReceitaDeContribuicoesPatronalFinanceiro;Receita de Contribuições Patronais;124032943,57
2021;RREO;3;B;Prefeitura Municipal de Aracaju - SE;2800308;SE;664908;RREO-Anexo 04;M;Padrão;PREVISÃO ATUALIZADA (a);ReceitaDeContribuicoesPatronalAtivoFinanceiro;Ativo;313904000,0
2021;RREO;3;B;Prefeitura Municipal de Aracaju - SE;2800308;SE;664908;RREO-Anexo 04;M;Padrão;RECEITAS REALIZADAS ATÉ O BIMESTRE (b);ReceitaDeContribuicoesPatronalAtivoFinanceiro;Ativo;124032943,57
2021;RREO;3;B;Prefeitura Municipal de Aracaju - SE;2800308;SE;664908;RREO-Anexo 04;M;Padrão;PREVISÃO ATUALIZADA (a);ReceitaPatrimonialRPPSBrutaFinanceiro;Receita Patrimonial;7000,0
2021;RREO;3;B;Prefeitura Municipal de Aracaju - SE;2800308;SE;664908;RREO-Anexo 04;M;Padrão;RECEITAS REALIZADAS ATÉ O BIMESTRE (b);ReceitaPatrimonialRPPSBrutaFinanceiro;Receita Patrimonial;23041,01
2021;RREO;3;B;Prefeitura Municipal de Aracaju - SE;2800308;SE;664908;RREO-Anexo 04;M;Padrão;PREVISÃO ATUALIZADA (a);ReceitasDeValoresMobiliariosPrevidenciariasBrutasFinanceiro;Receitas de Valores Mobiliários;7000,0
2021;RREO;3;B;Prefeitura Municipal de Aracaju - SE;2800308;SE;664908;RREO-Anexo 04;M;Padrão;RECEITAS REALIZADAS ATÉ O BIMESTRE (b);ReceitasDeValoresMobiliariosPrevidenciariasBrutasFinanceiro;Receitas de Valores Mobiliários;23041,01
2021;RREO;3;B;Prefeitura Municipal de Aracaju - SE;2800308;SE;664908;RREO-Anexo 04;M;Padrão;PREVISÃO ATUALIZADA (a);OutrasReceitasCorrentesRPPSBrutasFinanceiro;Outras Receitas Correntes;1580000,0
2021;RREO;3;B;Prefeitura Municipal de Aracaju - SE;2800308;SE;664908;RREO-Anexo 04;M;Padrão;RECEITAS REALIZADAS ATÉ O BIMESTRE (b);OutrasReceitasCorrentesRPPSBrutasFinanceiro;Outras Receitas Correntes;4050994,68
2021;RREO;3;B;Prefeitura Municipal de Aracaju - SE;2800308;SE;664908;RREO-Anexo 04;M;Padrão;PREVISÃO ATUALIZADA (a);ReceitasCompensacaoPrevidenciariaEntreOsRegimes;Compensação Previdenciária entre os Regimes;1580000,0
2021;RREO;3;B;Prefeitura Municipal de Aracaju - SE;2800308;SE;664908;RREO-Anexo 04;M;Padrão;RECEITAS REALIZADAS ATÉ O BIMESTRE (b);ReceitasCompensacaoPrevidenciariaEntreOsRegimes;Compensação Previdenciária entre os Regimes;4050994,68
2021;RREO;3;B;Prefeitura Municipal de Aracaju - SE;2800308;SE;664908;RREO-Anexo 04;M;Padrão;PREVISÃO ATUALIZADA (a);TotalReceitasRPPSFinanceiro;TOTAL DAS RECEITAS DO FUNDO EM REPARTIÇÃO (IX) = (VII + VIII);325371000,0
2021;RREO;3;B;Prefeitura Municipal de Aracaju - SE;2800308;SE;664908;RREO-Anexo 04;M;Padrão;RECEITAS REALIZADAS ATÉ O BIMESTRE (b);TotalReceitasRPPSFinanceiro;TOTAL DAS RECEITAS DO FUNDO EM REPARTIÇÃO (IX) = (VII + VIII);134308103,93
2021;RREO;3;B;Prefeitura Municipal de Aracaju - SE;2800308;SE;664908;RREO-Anexo 04;M;Padrão;DOTAÇÃO ATUALIZADA (c);DespesasPrevidenciariasExcetoIntraOrcamentariasBeneficiosFinanceiro;Benefícios;321838000,0
2021;RREO;3;B;Prefeitura Municipal de Aracaju - SE;2800308;SE;664908;RREO-Anexo 04;M;Padrão;DESPESAS EMPENHADAS ATÉ O BIMESTRE (d);DespesasPrevidenciariasExcetoIntraOrcamentariasBeneficiosFinanceiro;Benefícios;288350949,94
2021;RREO;3;B;Prefeitura Municipal de Aracaju - SE;2800308;SE;664908;RREO-Anexo 04;M;Padrão;DESPESAS LIQUIDADAS ATÉ O BIMESTRE (e);DespesasPrevidenciariasExcetoIntraOrcamentariasBeneficiosFinanceiro;Benefícios;146359343,85
2021;RREO;3;B;Prefeitura Municipal de Aracaju - SE;2800308;SE;664908;RREO-Anexo 04;M;Padrão;DESPESAS PAGAS ATÉ O BIMESTRE (f);DespesasPrevidenciariasExcetoIntraOrcamentariasBeneficiosFinanceiro;Benefícios;146359343,85
2021;RREO;3;B;Prefeitura Municipal de Aracaju - SE;2800308;SE;664908;RREO-Anexo 04;M;Padrão;DOTAÇÃO ATUALIZADA (c);DespesasPrevidenciariasExcetoIntraOrcamentariasAposentadoriasFinanceiro;Aposentadorias;294536000,0
2021;RREO;3;B;Prefeitura Municipal de Aracaju - SE;2800308;SE;664908;RREO-Anexo 04;M;Padrão;DESPESAS EMPENHADAS ATÉ O BIMESTRE (d);DespesasPrevidenciariasExcetoIntraOrcamentariasAposentadoriasFinanceiro;Aposentadorias;264575949,94
2021;RREO;3;B;Prefeitura Municipal de Aracaju - SE;2800308;SE;664908;RREO-Anexo 04;M;Padrão;DESPESAS LIQUIDADAS ATÉ O BIMESTRE (e);DespesasPrevidenciariasExcetoIntraOrcamentariasAposentadoriasFinanceiro;Aposentadorias;134077490,18
2021;RREO;3;B;Prefeitura Municipal de Aracaju - SE;2800308;SE;664908;RREO-Anexo 04;M;Padrão;DESPESAS PAGAS ATÉ O BIMESTRE (f);DespesasPrevidenciariasExcetoIntraOrcamentariasAposentadoriasFinanceiro;Aposentadorias;134077490,18
2021;RREO;3;B;Prefeitura Municipal de Aracaju - SE;2800308;SE;664908;RREO-Anexo 04;M;Padrão;DOTAÇÃO ATUALIZADA (c);DespesasExcetoIntraOrcamentariasPessoalCivilPensoesRPPSFinanceiro;Pensões por Morte;27302000,0
2021;RREO;3;B;Prefeitura Municipal de Aracaju - SE;2800308;SE;664908;RREO-Anexo 04;M;Padrão;DESPESAS EMPENHADAS ATÉ O BIMESTRE (d);DespesasExcetoIntraOrcamentariasPessoalCivilPensoesRPPSFinanceiro;Pensões por Morte;23775000,0
2021;RREO;3;B;Prefeitura Municipal de Aracaju - SE;2800308;SE;664908;RREO-Anexo 04;M;Padrão;DESPESAS LIQUIDADAS ATÉ O BIMESTRE (e);DespesasExcetoIntraOrcamentariasPessoalCivilPensoesRPPSFinanceiro;Pensões por Morte;12281853,67
2021;RREO;3;B;Prefeitura Municipal de Aracaju - SE;2800308;SE;664908;RREO-Anexo 04;M;Padrão;DESPESAS PAGAS ATÉ O BIMESTRE (f);DespesasExcetoIntraOrcamentariasPessoalCivilPensoesRPPSFinanceiro;Pensões por Morte;12281853,67
2021;RREO;3;B;Prefeitura Municipal de Aracaju - SE;2800308;SE;664908;RREO-Anexo 04;M;Padrão;DOTAÇÃO ATUALIZADA (c);DespesasExcetoIntraOrcamentariasOutrasDepesasRPPSFinanceiro;Outras Despesas Previdenciárias;3533000,0
2021;RREO;3;B;Prefeitura Municipal de Aracaju - SE;2800308;SE;664908;RREO-Anexo 04;M;Padrão;DESPESAS EMPENHADAS ATÉ O BIMESTRE (d);DespesasExcetoIntraOrcamentariasOutrasDepesasRPPSFinanceiro;Outras Despesas Previdenciárias;2393544,76
2021;RREO;3;B;Prefeitura Municipal de Aracaju - SE;2800308;SE;664908;RREO-Anexo 04;M;Padrão;DESPESAS LIQUIDADAS ATÉ O BIMESTRE (e);DespesasExcetoIntraOrcamentariasOutrasDepesasRPPSFinanceiro;Outras Despesas Previdenciárias;1116422,84
2021;RREO;3;B;Prefeitura Municipal de Aracaju - SE;2800308;SE;664908;RREO-Anexo 04;M;Padrão;DESPESAS PAGAS ATÉ O BIMESTRE (f);DespesasExcetoIntraOrcamentariasOutrasDepesasRPPSFinanceiro;Outras Despesas Previdenciárias;1116422,84
2021;RREO;3;B;Prefeitura Municipal de Aracaju - SE;2800308;SE;664908;RREO-Anexo 04;M;Padrão;DOTAÇÃO ATUALIZADA (c);DespesasExcetoIntraOrcamentariasDemaisDespesasRPPSFinanceiro;Demais Despesas Previdenciárias;3533000,0
2021;RREO;3;B;Prefeitura Municipal de Aracaju - SE;2800308;SE;664908;RREO-Anexo 04;M;Padrão;DESPESAS EMPENHADAS ATÉ O BIMESTRE (d);DespesasExcetoIntraOrcamentariasDemaisDespesasRPPSFinanceiro;Demais Despesas Previdenciárias;2393544,76
2021;RREO;3;B;Prefeitura Municipal de Aracaju - SE;2800308;SE;664908;RREO-Anexo 04;M;Padrão;DESPESAS LIQUIDADAS ATÉ O BIMESTRE (e);DespesasExcetoIntraOrcamentariasDemaisDespesasRPPSFinanceiro;Demais Despesas Previdenciárias;1116422,84
2021;RREO;3;B;Prefeitura Municipal de Aracaju - SE;2800308;SE;664908;RREO-Anexo 04;M;Padrão;DESPESAS PAGAS ATÉ O BIMESTRE (f);DespesasExcetoIntraOrcamentariasDemaisDespesasRPPSFinanceiro;Demais Despesas Previdenciárias;1116422,84
2021;RREO;3;B;Prefeitura Municipal de Aracaju - SE;2800308;SE;664908;RREO-Anexo 04;M;Padrão;DOTAÇÃO ATUALIZADA (c);TotalDasDespesasRPPSFinanceiro;TOTAL DAS DESPESAS DO FUNDO EM REPARTIÇÃO (X);325371000,0
2021;RREO;3;B;Prefeitura Municipal de Aracaju - SE;2800308;SE;664908;RREO-Anexo 04;M;Padrão;DESPESAS EMPENHADAS ATÉ O BIMESTRE (d);TotalDasDespesasRPPSFinanceiro;TOTAL DAS DESPESAS DO FUNDO EM REPARTIÇÃO (X);290744494,7
2021;RREO;3;B;Prefeitura Municipal de Aracaju - SE;2800308;SE;664908;RREO-Anexo 04;M;Padrão;DESPESAS LIQUIDADAS ATÉ O BIMESTRE (e);TotalDasDespesasRPPSFinanceiro;TOTAL DAS DESPESAS DO FUNDO EM REPARTIÇÃO (X);147475766,69
2021;RREO;3;B;Prefeitura Municipal de Aracaju - SE;2800308;SE;664908;RREO-Anexo 04;M;Padrão;DESPESAS PAGAS ATÉ O BIMESTRE (f);TotalDasDespesasRPPSFinanceiro;TOTAL DAS DESPESAS DO FUNDO EM REPARTIÇÃO (X);147475766,69
2021;RREO;3;B;Prefeitura Municipal de Aracaju - SE;2800308;SE;664908;RREO-Anexo 04;M;Padrão;DESPESAS EMPENHADAS ATÉ O BIMESTRE (d);RREO4ResultadoRPPSFinanceiro;RESULTADO PREVIDENCIÁRIO - FUNDO EM REPARTIÇÃO (XI) = (IX ¿ X);-156436390,77
2021;RREO;3;B;Prefeitura Municipal de Aracaju - SE;2800308;SE;664908;RREO-Anexo 04;M;Padrão;DESPESAS LIQUIDADAS ATÉ O BIMESTRE (e);RREO4ResultadoRPPSFinanceiro;RESULTADO PREVIDENCIÁRIO - FUNDO EM REPARTIÇÃO (XI) = (IX ¿ X);-13167662,76
